GISJOIN,STATEA,COUNTYA,TRACTA,BLKGRPA,not_hispanic_or_latino_white_alone,not_hispanic_or_latino_black_or_african_american_alone,not_hispanic_or_latino_american_indian_and_alaska_native_alone,not_hispanic_or_latino_asian_alone,not_hispanic_or_latino_native_hawaiian_and_other_pacific,not_hispanic_or_latino_some_other_race_alone,not_hispanic_or_latino_two_or_more_races,hispanic__or__latino
G41005100024013,41,51,2401,3,763,66,6,33,0,0,20,43
G41005100024021,41,51,2402,1,910,237,0,69,0,0,39,38
G41005100024022,41,51,2402,2,1017,30,0,50,0,0,0,0
G41005100024023,41,51,2402,3,982,43,0,30,0,0,29,16
G41005100025011,41,51,2501,1,584,8,0,0,0,0,11,50
G41005100025012,41,51,2501,2,600,36,10,9,0,0,24,14
G41005100025013,41,51,2501,3,1003,7,0,79,0,0,17,12
G41005100025014,41,51,2501,4,478,0,0,28,0,0,101,34
G41005100025015,41,51,2501,5,744,13,0,7,0,0,0,0
G41005100025016,41,51,2501,6,672,0,0,14,0,0,23,4
G41005100025021,41,51,2502,1,795,0,37,49,0,0,0,0
G41005100025022,41,51,2502,2,646,32,0,0,0,0,22,56
G41005100025023,41,51,2502,3,885,169,28,23,0,0,26,115
G41005100025024,41,51,2502,4,874,0,0,33,0,0,0,24
G41005100026001,41,51,2600,1,861,0,0,0,0,0,0,33
G41005100026002,41,51,2600,2,1004,0,35,59,0,0,22,10
G41005100026003,41,51,2600,3,641,0,0,0,0,0,48,65
G41005100027011,41,51,2701,1,897,0,0,110,0,0,66,0
G41005100027012,41,51,2701,2,1190,0,0,38,0,0,31,13
G41005100027013,41,51,2701,3,874,0,0,36,0,0,57,19
G41005100027021,41,51,2702,1,805,26,28,20,0,31,40,51
G41005100027022,41,51,2702,2,1316,152,17,54,201,0,14,102
G41005100028011,41,51,2801,1,1358,24,0,204,0,0,96,56
G41005100028012,41,51,2801,2,1066,49,0,73,0,0,31,0
G41005100028021,41,51,2802,1,662,29,0,0,0,0,23,34
G41005100028022,41,51,2802,2,725,0,16,30,0,0,42,0
G41005100028023,41,51,2802,3,864,107,35,69,0,0,71,18
G41005100029011,41,51,2901,1,765,43,0,0,0,0,13,38
G41005100029012,41,51,2901,2,649,0,0,100,0,0,0,11
G41005100029013,41,51,2901,3,931,0,0,0,0,0,7,29
G41005100029014,41,51,2901,4,1251,25,0,73,0,0,7,75
G41005100029021,41,51,2902,1,484,230,0,80,0,0,123,72
G41005100029022,41,51,2902,2,553,42,0,34,0,0,71,19
G41005100029023,41,51,2902,3,1078,21,0,0,0,0,0,0
G41005100029024,41,51,2902,4,1181,0,0,72,0,0,34,129
G41005100029025,41,51,2902,5,988,109,0,11,0,0,0,50
G41005100029031,41,51,2903,1,1115,224,0,317,0,0,105,146
G41005100029032,41,51,2903,2,791,44,14,124,0,0,65,22
G41005100029033,41,51,2903,3,629,37,44,105,0,0,19,109
G41005100029034,41,51,2903,4,796,101,0,199,0,0,55,198
G41005100030001,41,51,3000,1,577,210,1,62,12,0,0,19
G41005100030002,41,51,3000,2,1087,42,0,55,0,0,105,91
G41005100030003,41,51,3000,3,865,168,0,77,0,9,38,24
G41005100030004,41,51,3000,4,882,20,0,17,0,0,28,0
G41005100031001,41,51,3100,1,776,107,0,11,0,54,20,168
G41005100031002,41,51,3100,2,1256,71,0,53,0,74,68,0
G41005100031003,41,51,3100,3,999,14,9,9,0,0,8,0
G41005100031004,41,51,3100,4,868,0,0,10,0,0,0,0
G41005100032001,41,51,3200,1,619,144,0,18,0,0,165,19
G41005100032002,41,51,3200,2,937,106,0,31,0,14,134,20
G41005100032003,41,51,3200,3,594,106,0,16,0,0,59,16
G41005100032004,41,51,3200,4,977,25,0,68,0,0,92,12
G41005100033011,41,51,3301,1,621,101,0,0,0,0,52,17
G41005100033012,41,51,3301,2,513,247,0,55,0,10,176,34
G41005100033013,41,51,3301,3,502,180,9,15,0,0,17,105
G41005100033021,41,51,3302,1,888,185,0,23,0,0,31,0
G41005100033022,41,51,3302,2,1223,203,43,16,0,0,119,251
G41005100034011,41,51,3401,1,718,78,0,9,0,0,16,0
G41005100034012,41,51,3401,2,579,288,0,0,0,0,51,0
G41005100034013,41,51,3401,3,189,117,0,75,0,0,0,12
G41005100034014,41,51,3401,4,479,521,0,19,0,0,69,0
G41005100034021,41,51,3402,1,615,429,0,0,0,0,40,132
G41005100034022,41,51,3402,2,487,144,3,0,0,0,19,0
G41005100034023,41,51,3402,3,1088,122,0,16,0,0,67,77
G41005100035011,41,51,3501,1,405,61,0,7,0,0,0,77
G41005100035012,41,51,3501,2,931,130,0,120,0,0,60,10
G41005100035013,41,51,3501,3,811,18,11,14,0,0,44,18
G41005100035014,41,51,3501,4,541,115,9,48,0,0,49,36
G41005100035021,41,51,3502,1,642,221,0,8,0,26,16,20
G41005100035022,41,51,3502,2,971,0,0,57,0,0,29,32
G41005100036011,41,51,3601,1,628,206,0,0,0,0,48,20
G41005100036012,41,51,3601,2,908,317,19,0,0,0,13,122
G41005100036013,41,51,3601,3,443,514,0,10,0,0,13,0
G41005100036014,41,51,3601,4,679,207,7,16,0,0,31,214
G41005100036021,41,51,3602,1,1175,316,0,48,0,0,40,120
G41005100036022,41,51,3602,2,1230,537,17,11,8,0,95,21
G41005100036023,41,51,3602,3,902,279,0,21,0,0,176,37
G41005100036024,41,51,3602,4,667,410,0,31,0,0,195,69
G41005100036031,41,51,3603,1,365,233,0,13,0,0,37,0
G41005100036032,41,51,3603,2,738,68,3,53,0,0,20,24
G41005100037011,41,51,3701,1,457,244,0,31,0,0,43,29
G41005100037012,41,51,3701,2,507,323,6,10,0,0,81,28
G41005100037013,41,51,3701,3,814,192,1,7,0,0,95,13
G41005100037014,41,51,3701,4,553,149,0,110,0,0,12,79
G41005100037021,41,51,3702,1,415,191,9,6,11,0,50,0
G41005100037022,41,51,3702,2,494,122,0,24,0,0,35,30
G41005100037023,41,51,3702,3,1190,114,0,8,0,0,28,30
G41005100038011,41,51,3801,1,644,0,0,21,0,38,133,37
G41005100038012,41,51,3801,2,706,17,0,122,0,0,0,36
G41005100038013,41,51,3801,3,899,32,8,94,0,0,68,9
G41005100038021,41,51,3802,1,702,75,9,25,27,0,12,86
G41005100038022,41,51,3802,2,800,78,0,55,44,0,13,12
G41005100038023,41,51,3802,3,543,0,0,83,16,0,136,0
G41005100038031,41,51,3803,1,951,40,0,23,0,0,65,150
G41005100038032,41,51,3803,2,925,251,0,38,0,0,99,53
G41005100038033,41,51,3803,3,886,98,0,72,0,15,97,53
G41005100039011,41,51,3901,1,641,468,0,42,0,0,34,35
G41005100039012,41,51,3901,2,817,82,0,0,0,0,76,211
G41005100039013,41,51,3901,3,972,150,138,78,47,0,38,51
G41005100039014,41,51,3901,4,644,208,0,290,0,0,11,47
G41005100039015,41,51,3901,5,1016,405,0,14,13,0,32,360
G41005100039021,41,51,3902,1,465,9,0,73,0,0,10,6
G41005100039022,41,51,3902,2,508,9,0,98,8,0,40,0
G41005100039023,41,51,3902,3,705,74,0,17,0,0,0,0
G41005100039024,41,51,3902,4,651,35,0,0,0,0,113,0
G41005100040011,41,51,4001,1,1145,1384,0,0,0,0,297,649
G41005100040012,41,51,4001,2,564,0,0,35,26,0,10,0
G41005100040013,41,51,4001,3,720,266,16,15,323,0,49,123
G41005100040014,41,51,4001,4,1371,138,0,179,76,0,143,498
G41005100040021,41,51,4002,1,1657,51,12,268,45,0,225,101
G41005100040022,41,51,4002,2,704,10,0,16,34,0,38,31
G41005100040023,41,51,4002,3,872,11,7,18,16,0,71,49
G41005100040024,41,51,4002,4,1101,3,32,9,0,0,33,124
G41005100041011,41,51,4101,1,741,31,0,24,0,0,338,38
G41005100041012,41,51,4101,2,697,22,72,131,270,0,86,144
G41005100041013,41,51,4101,3,1985,277,11,0,0,0,54,429
G41005100041014,41,51,4101,4,477,0,0,46,0,0,121,13
G41005100041021,41,51,4102,1,744,90,137,32,262,0,0,290
G41005100041022,41,51,4102,2,947,0,0,0,0,0,10,55
G41005100041023,41,51,4102,3,909,21,0,0,15,0,49,0
G41005100041024,41,51,4102,4,1142,20,35,60,0,97,0,0
G41005100042001,41,51,4200,1,1043,0,0,31,0,0,123,107
G41005100042002,41,51,4200,2,1390,134,0,24,0,0,53,52
G41005100043001,41,51,4300,1,828,15,0,78,0,0,6,14
G41005100045001,41,51,4500,1,1873,18,8,47,0,8,146,65
G41005100046011,41,51,4601,1,1538,16,0,130,0,0,138,50
G41005100046012,41,51,4601,2,1163,13,10,35,0,20,14,61
G41005100046021,41,51,4602,1,968,10,0,22,0,0,46,33
G41005100046022,41,51,4602,2,865,0,0,21,0,0,0,49
G41005100047001,41,51,4700,1,1366,30,0,184,0,0,19,45
G41005100047002,41,51,4700,2,1498,0,0,93,0,0,53,45
G41005100047003,41,51,4700,3,761,47,0,16,0,0,12,18
G41005100048001,41,51,4800,1,892,13,1,52,0,0,80,45
G41005100048002,41,51,4800,2,928,14,0,21,0,0,62,6
G41005100048003,41,51,4800,3,496,0,0,61,0,0,42,16
G41005100049001,41,51,4900,1,1012,0,0,188,0,0,106,62
G41005100049002,41,51,4900,2,698,63,31,12,0,0,15,29
G41005100049003,41,51,4900,3,763,199,16,0,0,0,0,80
G41005100050001,41,51,5000,1,2241,0,0,69,0,0,6,81
G41005100051001,41,51,5100,1,2951,180,0,362,0,15,111,38
G41005100051002,41,51,5100,2,1866,119,37,97,0,0,62,55
G41005100051003,41,51,5100,3,1119,46,30,8,0,0,30,34
G41005100052001,41,51,5200,1,707,89,42,25,0,0,20,5
G41005100052002,41,51,5200,2,433,63,49,28,0,0,17,0
G41005100052003,41,51,5200,3,778,25,0,75,0,0,27,143
G41005100052004,41,51,5200,4,1298,108,0,174,0,0,92,0
G41005100055001,41,51,5500,1,922,84,0,21,5,13,96,36
G41005100055002,41,51,5500,2,921,20,0,203,0,0,35,40
G41005100056001,41,51,5600,1,1204,50,0,133,0,0,61,29
G41005100056002,41,51,5600,2,617,0,4,198,0,0,62,72
G41005100056003,41,51,5600,3,730,24,0,189,0,0,50,43
G41005100056004,41,51,5600,4,565,0,0,80,0,0,0,0
G41005100057001,41,51,5700,1,844,0,0,32,0,65,78,0
G41005100057002,41,51,5700,2,1581,0,0,105,0,0,129,53
G41005100057003,41,51,5700,3,577,0,0,66,0,0,21,59
G41005100058001,41,51,5800,1,733,0,0,48,0,0,0,40
G41005100058002,41,51,5800,2,1195,40,3,303,0,0,74,27
G41005100058003,41,51,5800,3,554,0,0,320,0,14,0,55
G41005100058004,41,51,5800,4,1165,0,0,64,0,0,37,88
G41005100058005,41,51,5800,5,613,0,0,0,0,0,14,0
G41005100059001,41,51,5900,1,2545,13,0,267,17,0,76,55
G41005100059002,41,51,5900,2,835,17,0,12,0,0,16,0
G41005100059003,41,51,5900,3,881,0,0,27,0,0,24,16
G41005100059004,41,51,5900,4,1184,92,121,37,0,0,31,0
G41005100060011,41,51,6001,1,702,0,0,68,12,0,21,23
G41005100060012,41,51,6001,2,555,36,1,28,0,0,36,7
G41005100060021,41,51,6002,1,1737,95,0,167,0,0,21,150
G41005100061001,41,51,6100,1,1291,13,0,10,0,0,19,83
G41005100061002,41,51,6100,2,910,0,0,5,0,0,22,39
G41005100062001,41,51,6200,1,784,0,14,26,0,0,0,64
G41005100062002,41,51,6200,2,695,0,0,0,0,5,15,40
G41005100062003,41,51,6200,3,1275,18,0,53,0,0,41,23
G41005100063001,41,51,6300,1,1818,0,0,100,8,0,91,51
G41005100063002,41,51,6300,2,1420,0,3,113,3,0,62,21
G41005100063003,41,51,6300,3,1136,0,0,34,0,9,20,10
G41005100064021,41,51,6402,1,2450,0,0,48,0,38,101,36
G41005100064022,41,51,6402,2,2615,0,0,109,0,0,210,44
G41005100064031,41,51,6403,1,691,0,0,24,0,0,12,0
G41005100064032,41,51,6403,2,1411,247,14,183,0,0,51,1
G41005100064033,41,51,6403,3,732,54,0,224,0,0,67,13
G41005100064041,41,51,6404,1,1361,16,6,150,0,0,27,39
G41005100064042,41,51,6404,2,1434,0,4,144,0,0,45,35
G41005100065011,41,51,6501,1,2000,11,0,33,0,0,95,27
G41005100065012,41,51,6501,2,1917,0,43,39,0,0,207,80
G41005100065013,41,51,6501,3,1440,26,0,16,0,0,80,19
G41005100065021,41,51,6502,1,2503,2,2,104,0,0,99,176
G41005100065022,41,51,6502,2,1124,22,0,53,0,0,62,111
G41005100066011,41,51,6601,1,1217,0,7,61,0,39,33,37
G41005100066012,41,51,6601,2,1040,115,0,18,0,0,91,18
G41005100066021,41,51,6602,1,975,0,20,0,0,0,17,0
G41005100066022,41,51,6602,2,1689,0,0,0,51,53,156,49
G41005100066023,41,51,6602,3,1818,25,0,0,0,0,0,73
G41005100067011,41,51,6701,1,1933,8,0,34,0,0,0,23
G41005100067012,41,51,6701,2,1072,40,0,45,8,0,107,11
G41005100067021,41,51,6702,1,1705,33,24,24,0,0,166,104
G41005100067022,41,51,6702,2,935,0,5,78,0,0,20,11
G41005100068011,41,51,6801,1,1807,31,60,129,0,0,135,31
G41005100068021,41,51,6802,1,1355,79,29,6,0,0,0,0
G41005100068022,41,51,6802,2,1627,0,0,32,0,0,76,118
G41005100069001,41,51,6900,1,1246,99,0,40,0,0,62,7
G41005100069002,41,51,6900,2,1080,0,0,59,0,11,30,53
G41005100070001,41,51,7000,1,774,0,0,19,0,86,65,0
G41005100070002,41,51,7000,2,1779,30,0,409,0,0,61,42
G41005100070003,41,51,7000,3,700,60,27,44,0,0,14,63
G41005100070004,41,51,7000,4,2988,86,0,458,0,17,148,205
G41005100071001,41,51,7100,1,1554,0,24,19,0,0,10,50
G41005100071002,41,51,7100,2,796,0,0,0,0,0,12,30
G41005100072011,41,51,7201,1,1000,23,0,11,0,0,78,0
G41005100072012,41,51,7201,2,889,0,0,9,0,0,8,21
G41005100072021,41,51,7202,1,1720,336,157,213,9,0,174,174
G41005100073001,41,51,7300,1,1015,225,48,48,1,0,66,128
G41005100074001,41,51,7400,1,453,136,0,0,0,0,29,263
G41005100074002,41,51,7400,2,1122,877,2,157,0,0,120,113
G41005100075001,41,51,7500,1,823,59,0,314,0,0,59,123
G41005100075002,41,51,7500,2,882,231,0,54,0,0,39,8
G41005100075003,41,51,7500,3,1176,918,5,135,0,0,118,92
G41005100076001,41,51,7600,1,772,30,0,39,62,0,0,89
G41005100076002,41,51,7600,2,984,327,16,189,0,0,71,509
G41005100077001,41,51,7700,1,608,8,5,135,0,0,29,54
G41005100077002,41,51,7700,2,604,20,6,79,0,0,51,37
G41005100078001,41,51,7800,1,239,259,0,165,11,0,10,3
G41005100078002,41,51,7800,2,938,115,0,11,1,0,28,5
G41005100079001,41,51,7900,1,754,207,0,73,0,0,95,27
G41005100079002,41,51,7900,2,1500,346,0,356,0,74,208,118
G41005100080011,41,51,8001,1,1038,0,0,293,0,0,2,113
G41005100080012,41,51,8001,2,1522,53,23,28,0,0,201,193
G41005100080021,41,51,8002,1,1171,20,0,340,0,11,13,10
G41005100080022,41,51,8002,2,1076,12,0,107,2,0,24,105
G41005100081001,41,51,8100,1,1432,238,0,70,0,0,44,236
G41005100081002,41,51,8100,2,1108,114,3,62,0,0,71,191
G41005100081003,41,51,8100,3,642,38,0,385,0,0,16,133
G41005100081004,41,51,8100,4,1096,138,23,367,0,0,0,12
G41005100082011,41,51,8201,1,891,8,0,10,0,0,36,36
G41005100082012,41,51,8201,2,752,0,43,226,0,0,0,37
G41005100082013,41,51,8201,3,300,22,0,270,0,0,0,0
G41005100082021,41,51,8202,1,2102,78,10,330,0,0,132,181
G41005100082022,41,51,8202,2,2153,308,21,103,12,0,21,94
G41005100082023,41,51,8202,3,1126,275,16,497,0,0,182,385
G41005100083011,41,51,8301,1,773,280,0,427,0,0,30,170
G41005100083012,41,51,8301,2,954,330,22,1010,0,0,48,158
G41005100083021,41,51,8302,1,909,53,0,386,0,0,136,44
G41005100083022,41,51,8302,2,1431,211,0,383,0,19,107,306
G41005100084001,41,51,8400,1,1474,49,4,450,0,0,51,93
G41005100084002,41,51,8400,2,1252,257,2,317,0,0,55,469
G41005100085001,41,51,8500,1,1853,44,41,393,0,0,45,123
G41005100085002,41,51,8500,2,1065,9,10,90,0,0,50,93
G41005100086001,41,51,8600,1,1075,84,22,149,0,35,103,399
G41005100086002,41,51,8600,2,1614,0,0,497,0,0,33,350
G41005100087001,41,51,8700,1,1223,0,9,304,0,0,42,46
G41005100087002,41,51,8700,2,1149,0,11,52,0,0,15,167
G41005100087003,41,51,8700,3,841,0,0,328,0,0,138,13
G41005100088001,41,51,8800,1,1043,14,10,34,75,0,4,276
G41005100088002,41,51,8800,2,1195,0,9,186,0,0,67,58
G41005100088003,41,51,8800,3,1123,0,0,62,0,0,12,62
G41005100089011,41,51,8901,1,3194,38,16,1130,0,0,61,410
G41005100089012,41,51,8901,2,1751,954,57,59,0,0,20,334
G41005100089013,41,51,8901,3,1066,234,0,197,0,0,56,0
G41005100089021,41,51,8902,1,1860,97,8,260,1,0,216,148
G41005100089022,41,51,8902,2,534,62,19,45,97,0,112,0
G41005100090001,41,51,9000,1,1788,80,15,229,0,0,114,114
G41005100090002,41,51,9000,2,1663,123,0,256,113,16,34,127
G41005100090003,41,51,9000,3,1540,293,10,621,13,0,100,849
G41005100091011,41,51,9101,1,2033,140,5,214,164,0,91,128
G41005100091012,41,51,9101,2,1152,257,114,269,45,0,61,408
G41005100091021,41,51,9102,1,484,12,1,2,0,0,22,281
G41005100091022,41,51,9102,2,1878,0,0,17,0,0,32,74
G41005100091023,41,51,9102,3,417,115,0,65,0,0,0,149
G41005100091024,41,51,9102,4,1755,87,0,409,0,0,31,17
G41005100092011,41,51,9201,1,876,66,0,216,0,0,0,375
G41005100092012,41,51,9201,2,2241,265,31,308,0,0,87,198
G41005100092013,41,51,9201,3,1630,56,0,665,0,0,59,53
G41005100092021,41,51,9202,1,1136,466,2,449,171,0,147,77
G41005100092022,41,51,9202,2,1039,10,18,219,20,0,15,0
G41005100092023,41,51,9202,3,781,0,15,63,0,0,21,91
G41005100093011,41,51,9301,1,1403,116,15,40,0,0,0,20
G41005100093012,41,51,9301,2,593,214,0,334,0,0,43,222
G41005100093013,41,51,9301,3,1189,326,30,17,0,0,165,297
G41005100093021,41,51,9302,1,1658,129,0,380,0,0,70,67
G41005100093022,41,51,9302,2,1048,41,13,176,0,0,274,106
G41005100094001,41,51,9400,1,956,47,0,90,0,0,59,0
G41005100094002,41,51,9400,2,902,0,0,170,0,0,55,410
G41005100094003,41,51,9400,3,983,2,1,24,0,0,0,0
G41005100094004,41,51,9400,4,898,185,35,225,0,0,12,13
G41005100094005,41,51,9400,5,1075,0,13,0,337,0,40,227
G41005100095011,41,51,9501,1,1538,650,0,312,110,0,279,161
G41005100095012,41,51,9501,2,1149,122,0,193,0,0,63,107
G41005100095021,41,51,9502,1,735,247,0,238,0,0,33,24
G41005100095022,41,51,9502,2,776,51,0,37,0,0,34,20
G41005100095023,41,51,9502,3,829,597,14,104,71,0,68,280
G41005100096031,41,51,9603,1,1211,45,14,73,0,0,109,142
G41005100096032,41,51,9603,2,1198,25,0,26,92,0,16,307
G41005100096041,41,51,9604,1,1354,38,56,83,90,0,93,28
G41005100096042,41,51,9604,2,1209,400,0,24,7,0,116,501
G41005100096051,41,51,9605,1,1390,238,0,208,0,0,101,115
G41005100096052,41,51,9605,2,1196,113,0,113,0,0,18,217
G41005100096053,41,51,9605,3,911,364,0,279,18,0,67,402
G41005100096061,41,51,9606,1,1078,173,0,198,125,7,55,461
G41005100096062,41,51,9606,2,1478,76,0,188,65,25,100,556
G41005100097011,41,51,9701,1,1528,83,0,176,2,0,14,267
G41005100097012,41,51,9701,2,834,53,0,185,0,0,17,18
G41005100097013,41,51,9701,3,993,96,0,197,0,0,74,362
G41005100097021,41,51,9702,1,1472,388,79,47,0,0,218,0
G41005100097022,41,51,9702,2,1713,0,0,421,0,0,51,327
G41005100097023,41,51,9702,3,473,41,0,92,0,0,75,69
G41005100097024,41,51,9702,4,1541,24,0,143,0,0,136,172
G41005100098011,41,51,9801,1,989,275,43,6,17,0,58,529
G41005100098012,41,51,9801,2,1307,62,0,4,50,0,45,181
G41005100098031,41,51,9803,1,1533,6,51,32,16,0,172,58
G41005100098032,41,51,9803,2,554,97,0,33,212,0,306,730
G41005100098033,41,51,9803,3,887,16,10,149,0,0,0,353
G41005100098034,41,51,9803,4,1117,32,0,64,0,0,10,10
G41005100098041,41,51,9804,1,1091,64,0,97,0,0,16,143
G41005100098042,41,51,9804,2,1218,1,0,42,0,48,0,444
G41005100099031,41,51,9903,1,875,0,0,34,0,0,114,0
G41005100099032,41,51,9903,2,1124,31,28,226,0,0,9,31
G41005100099033,41,51,9903,3,1619,0,0,392,71,0,71,20
G41005100099034,41,51,9903,4,1291,24,0,0,0,0,56,49
G41005100099041,41,51,9904,1,1118,20,29,7,6,0,24,368
G41005100099042,41,51,9904,2,592,0,0,8,0,0,0,11
G41005100099043,41,51,9904,3,734,0,21,43,0,0,84,59
G41005100099051,41,51,9905,1,1290,27,0,63,0,0,53,288
G41005100099052,41,51,9905,2,1275,14,0,22,0,0,28,46
G41005100099061,41,51,9906,1,2289,110,13,19,0,0,17,16
G41005100099062,41,51,9906,2,773,0,0,35,0,0,16,0
G41005100099071,41,51,9907,1,868,21,0,0,0,0,41,44
G41005100099072,41,51,9907,2,1125,0,0,0,0,0,21,15
G41005100099073,41,51,9907,3,2299,60,62,91,0,0,52,174
G41005100100011,41,51,10001,1,1019,0,0,33,0,0,26,757
G41005100100012,41,51,10001,2,528,76,34,30,167,0,8,114
G41005100100013,41,51,10001,3,2174,26,131,66,0,0,57,67
G41005100100021,41,51,10002,1,2050,8,0,289,0,0,170,14
G41005100100022,41,51,10002,2,1759,24,30,97,0,0,168,160
G41005100101001,41,51,10100,1,418,0,17,0,0,0,0,19
G41005100101002,41,51,10100,2,2510,110,19,308,0,0,80,526
G41005100101003,41,51,10100,3,1789,17,0,18,0,0,8,514
G41005100101004,41,51,10100,4,1032,45,47,0,153,0,47,290
G41005100102001,41,51,10200,1,1136,10,0,455,0,0,106,0
G41005100102002,41,51,10200,2,1139,160,0,0,0,0,25,617
G41005100102003,41,51,10200,3,1509,31,0,177,0,0,22,136
G41005100103031,41,51,10303,1,2640,159,0,220,0,0,81,518
G41005100103032,41,51,10303,2,1644,8,10,29,0,0,69,194
G41005100103041,41,51,10304,1,1295,239,155,116,234,0,122,657
G41005100103042,41,51,10304,2,1009,42,0,38,21,0,156,378
G41005100103051,41,51,10305,1,1172,11,0,230,0,0,11,0
G41005100103052,41,51,10305,2,1018,8,16,5,0,0,7,9
G41005100103053,41,51,10305,3,1343,9,0,23,0,0,12,74
G41005100103061,41,51,10306,1,1300,100,7,352,0,0,22,0
G41005100103062,41,51,10306,2,1655,11,0,41,0,0,107,24
G41005100103063,41,51,10306,3,866,42,0,27,0,0,135,22
G41005100104021,41,51,10402,1,1257,6,0,0,0,0,8,8
G41005100104022,41,51,10402,2,2253,107,0,0,1,0,1,142
G41005100104023,41,51,10402,3,1646,159,41,7,0,0,27,297
G41005100104051,41,51,10405,1,1375,154,0,23,0,0,46,143
G41005100104052,41,51,10405,2,840,0,0,0,0,0,0,140
G41005100104053,41,51,10405,3,888,26,0,158,0,0,45,479
G41005100104054,41,51,10405,4,1168,67,10,0,0,0,84,0
G41005100104071,41,51,10407,1,2048,3,0,76,0,0,6,69
G41005100104072,41,51,10407,2,1438,83,51,28,0,0,133,281
G41005100104073,41,51,10407,3,967,0,18,3,0,0,24,228
G41005100104081,41,51,10408,1,1425,0,10,11,0,0,31,346
G41005100104082,41,51,10408,2,959,0,0,130,0,0,29,115
G41005100104083,41,51,10408,3,1043,0,91,0,0,0,0,13
G41005100104084,41,51,10408,4,1067,0,13,0,0,0,13,289
G41005100104091,41,51,10409,1,4316,42,0,138,0,0,43,681
G41005100104092,41,51,10409,2,1477,0,0,49,39,0,60,80
G41005100104093,41,51,10409,3,812,0,0,0,0,0,17,0
G41005100104101,41,51,10410,1,1612,0,45,15,0,0,63,311
G41005100104102,41,51,10410,2,1234,0,0,75,0,55,55,25
G41005100104103,41,51,10410,3,654,0,0,0,0,0,0,190
G41005100104111,41,51,10411,1,774,100,16,15,2,0,43,10
G41005100104112,41,51,10411,2,1361,0,0,14,0,0,0,330
G41005100105001,41,51,10500,1,885,0,0,4,0,0,33,220
G41005100105002,41,51,10500,2,968,0,59,108,0,0,292,5
G41005100105003,41,51,10500,3,703,24,0,11,0,0,0,5
G41005100105004,41,51,10500,4,1151,0,0,12,0,0,0,0
G41005100106001,41,51,10600,1,504,67,8,83,0,0,24,12
G41005100106002,41,51,10600,2,993,54,6,53,0,0,30,80
G41005100106003,41,51,10600,3,647,146,35,26,0,33,113,43
G41005109800001,41,51,980000,1,2,0,0,0,0,0,0,0
G41005300051001,41,53,5100,1,450,0,12,34,20,0,13,126
G41005300051002,41,53,5100,2,815,0,28,0,0,0,137,170
G41005300052011,41,53,5201,1,584,33,13,20,0,0,36,0
G41005300052012,41,53,5201,2,4242,0,22,215,0,0,110,435
G41005300052013,41,53,5201,3,2347,13,0,173,0,0,53,206
G41005300052021,41,53,5202,1,1361,30,19,72,0,0,57,52
G41005300052022,41,53,5202,2,1434,0,0,110,156,0,207,81
G41005300052023,41,53,5202,3,2137,0,0,78,0,0,0,450
G41005300052024,41,53,5202,4,2637,0,40,102,0,0,93,103
G41005300053001,41,53,5300,1,883,0,0,0,0,0,20,107
G41005300053002,41,53,5300,2,957,0,0,0,0,0,14,0
G41005300053003,41,53,5300,3,2028,0,19,0,0,0,52,27
G41005300053004,41,53,5300,4,990,0,0,0,0,0,9,9
G41005300053005,41,53,5300,5,2616,53,0,361,0,0,102,262
G41005300202021,41,53,20202,1,1707,0,6,0,0,0,20,27
G41005300202022,41,53,20202,2,1901,0,15,0,0,0,24,47
G41005300202023,41,53,20202,3,1545,0,14,0,0,8,0,20
G41005300202031,41,53,20203,1,1286,8,15,5,49,0,60,43
G41005300202032,41,53,20203,2,460,0,0,0,0,0,41,10
